sHops,TotPkts,TotBytes,TotAppByte,Dur,sTtl,TcpRtt,SynAck,SrcPkts,DstPkts,TotAppByte_1,Rate,SrcRate,DstRate,Label
2,39,19969,17379,66.437454,62,0.016373,0.01609,20,19,17379,0.571967,0.286053,0.270997,Normal
2,15,1922,916,36.386097,62,0.017112,0.016744,7,8,916,0.384762,0.164971,0.19247,Normal
2,15,1922,916,36.385529,62,0.016941,0.016534,7,8,916,0.384768,0.164973,0.192472,Normal
2,30,7378,5374,306.418152,62,0.007051,0.006818,17,13,5374,0.094642,0.052216,0.039163,Normal
2,6,444,0,93.1633,62,0,0,6,0,0,0.053669,0.053669,0,Normal
2,15,6968,5962,0.840862,62,0.124405,0.123138,8,7,5962,16.649582,9.759402,8.359759,Normal
1,3,194,0,9.004821,127,0,0,3,0,0,0.222103,0.222103,0,Normal
12,40,25406,22750,2.533214,52,0.01921,5e-05,21,19,22750,15.395461,7.895108,7.160616,Normal
2,36,20476,18086,303.12442,62,0.09933,0.099104,19,17,18086,0.115464,22.107292,0.052801,Normal
1,35,28592,26614,0.309763,127,0.038221,0.038063,12,23,26614,109.76133,35.511017,81.005646,Normal
6,2247,2307979,2182159,37.010159,122,0.000928,8.9e-05,746,1501,2182159,60.686043,20.129705,40.529514,Normal
21,2,120,0,8.600274,43,0,0,2,0,0,0.116275,0.116275,0,Normal
2,32,11339,9211,1.665759,62,0.01687,0.015725,17,15,9211,18.610136,9.605231,8.49159,Normal
2,9,992,384,304.204956,62,0.099432,0.099093,5,4,384,0.026298,19.947041,0.009865,Normal
17,11,883,231,2.502728,111,0.006315,0.000153,7,4,231,3.99564,2.397384,1.201321,Normal
15,1,145,103,0.000107,113,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,17,5892,4768,0.042435,63,0.002721,0.000457,10,7,4768,377.047241,212.089066,151.729721,Normal
9,1,145,103,0.00023,119,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,83,59525,54031,22.77972,63,0.008293,0.007958,42,41,54031,3.599693,1.799847,1.756586,Normal
1,27,12142,10350,62.089111,63,0.183996,0.183669,13,14,10350,0.418753,0.193844,0.209998,Normal
12,6,374,0,1.101718,116,0,0,3,3,0,4.538367,1.815505,1.815948,Normal
1,23,8300,6766,62.136257,63,0.179412,0.179193,12,11,6766,0.354061,0.17703,0.636025,Normal
2,20,6621,5285,64.96035,62,0.162459,0.162047,11,9,5285,0.292486,0.154326,0.12346,Normal
2,10,1258,582,0.060922,62,0.001893,0.000587,6,4,582,147.729889,82.072159,51.034294,Normal
2,14,5015,4075,5.841509,62,0.009276,0.0082,7,7,4075,2.225452,1.02857,1.028576,Normal
15,1,143,101,0.000151,113,0,0,1,0,101,0,0,0,Normal
1,1,171,109,0,63,0,0,1,0,109,0,0,0,Normal
2,20,8711,7375,0.117035,62,0.019325,0.017022,10,10,7375,162.344589,76.90007,91.805817,Normal
18,11,4390,3654,128.347778,46,0.022945,0.000197,6,5,3654,0.077913,36.292374,0.031165,Normal
18,7,1427,955,128.347717,46,0.022945,0.000249,4,3,955,0.046748,21.828659,0.015583,Normal
18,38,26902,24384,133.347656,46,0.022945,0.000294,18,20,24384,0.27747,4.31649,0.142485,Normal
2,11,1081,447,0.067378,126,0.016799,0.016299,6,5,447,148.416397,97.627647,78.310066,Normal
2,9,1539,999,0.328989,126,0.107451,0.106881,5,4,999,24.316923,18.017857,13.506942,Normal
2,18,7762,6558,0.122141,62,0.002197,0.001082,10,8,6558,139.183395,73.685326,59.414177,Normal
2,2,124,0,3.126943,126,0,0,2,0,0,0.319801,0.319801,0,Normal
2,16,6400,5476,61.789909,126,0.160284,0.159977,9,7,5476,0.242758,0.129471,5.310656,Normal
2,21,6893,5487,46.53141,62,0.040879,0.039609,12,9,5487,0.429817,0.236399,0.172079,Normal
1,31,22167,20399,0.118423,127,0.016668,0.016564,12,19,20399,253.329163,107.646835,176.714859,Normal
2,299,286552,266976,5.444245,62,0.184737,0.182376,113,186,266976,54.736702,20.572184,35.206806,Normal
1,11,3150,2408,0.376429,63,0.007165,0.006951,6,5,2408,26.565435,13.282718,10.832681,Normal
2,3,194,0,8.999662,126,0,0,3,0,0,0.222231,0.222231,0,Normal
2,28,12940,11076,0.461218,62,0.008954,0.007827,15,13,11076,58.540646,30.35441,26.534407,Normal
1,6,600,228,5.007475,63,0,0,6,0,228,0.998507,0.998507,0,Normal
2,16,4947,4017,115.11953,126,0.008335,0.007786,9,7,4017,0.130299,0.069493,0.052124,Normal
19,66,8181,4405,481.304749,109,0.047952,0.000224,36,30,4405,0.13505,0.072719,0.060262,Normal
21,6,374,0,1.067824,107,0,0,3,3,0,4.68242,1.872975,1.873105,Normal
1,10,2550,1874,0.1224,63,0.007127,0.006917,6,4,1874,73.529411,40.849674,26.024273,Normal
1,20,10679,9343,0.157231,63,0.007183,0.006985,11,9,9343,120.841309,63.600689,53.32338,Normal
1,13,4894,4020,0.115134,63,0.007314,0.007097,7,6,4020,104.226379,52.11319,46.365845,Normal
26,1,145,103,0.000176,102,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,11,3163,2421,0.052214,63,0.007302,0.007149,6,5,2421,191.519516,95.759758,89.110672,Normal
1,10,2550,1874,0.028399,63,0.007078,0.006876,6,4,1874,316.912567,176.062531,141.136627,Normal
1,23,13555,12021,0.062541,63,0.007165,0.006953,11,12,12021,351.769226,159.895111,198.638428,Normal
1,14,3547,2607,0.072798,63,0.02344,0.023127,8,6,2607,178.57634,96.156487,100.922432,Normal
1,17,5350,4212,61.158157,63,0.023461,0.023231,9,8,4212,0.261617,0.130858,0.114501,Normal
1,14,4184,3244,0.082128,63,0.023498,0.023306,8,6,3244,158.28949,85.232803,85.27475,Normal
1,11,3150,2408,0.030946,63,0.007123,0.006878,6,5,2408,323.143555,161.571777,168.222717,Normal
1,17,8620,7482,61.102539,63,0.007276,0.00699,9,8,7482,0.261855,0.130943,0.114575,Normal
1,15,5794,4794,61.089008,63,0.007093,0.006899,8,7,4794,0.229174,0.1146,0.098228,Normal
1,15,5049,4049,61.088482,63,0.007397,0.00694,8,7,4049,0.229176,0.114601,0.098229,Normal
1,11,2610,1874,61.090862,63,0.007238,0.007052,6,5,1874,0.163691,0.081855,0.065484,Normal
2,2,238,154,0.050338,126,0,0,1,1,154,19.865707,0,0,Normal
2,1,74,0,0,62,0,0,1,0,0,0,0,0,Normal
16,18,8839,7795,15.33736,112,0.071058,5.3e-05,9,9,7795,1.108405,0.521602,0.524015,Normal
16,154,146713,138049,29.806997,112,0.08245,8.7e-05,55,99,138049,5.133023,1.811663,3.287828,Normal
2,47,23136,19998,407.885712,62,0.009369,0.008239,26,21,19998,0.112777,0.061292,0.049034,Normal
1,40,31156,28884,0.205865,127,0.0248,0.024722,16,24,28884,189.44455,72.863289,127.056381,Normal
1,14,1398,570,5.164756,127,0.009297,0.009002,8,6,570,2.51706,1.35534,0.970035,Normal
2,18,4173,3129,1.337735,126,0.151963,0.151546,8,10,3129,12.708047,5.90073,7.587323,Normal
2,261,266289,249047,6.188619,62,0.181655,0.180459,85,176,249047,42.012604,13.981805,29.127054,Normal
2,35,22091,19765,2.413587,62,0.184209,0.182971,19,16,19765,14.086917,7.457779,6.727733,Normal
2,406,409932,383120,6.783677,62,0.181898,0.180554,137,269,383120,59.702133,20.599983,40.586853,Normal
16,12,2774,2060,15.938248,112,0.079565,0.000149,6,6,2060,0.690164,0.313712,0.313714,Normal
16,12,3667,2953,15.93651,112,0.087552,7.8e-05,6,6,2953,0.690239,0.313746,0.313747,Normal
14,31,18000,15938,4.895083,50,0.110551,0.000286,17,14,15938,6.128599,3.268586,2.716959,Normal
19,6,366,0,1.292701,109,0,0,3,3,0,3.86787,1.547353,1.547433,Normal
1,22,4778,3310,51.379902,63,0.023977,0.023869,13,9,3310,0.40872,0.233554,0.155776,Normal
2,71,53066,48360,123.274864,62,0.111828,0.108552,32,39,48360,0.567837,0.251471,0.308539,Normal
1,30,17883,16167,15.531045,127,0.001353,0.000952,12,18,16167,1.867228,0.7083,1.094649,Normal
2,87,79317,73559,0.892869,62,0.161237,0.160113,29,58,73559,96.318718,38.23037,77.788513,Normal
2,11,3362,2620,115.042145,62,0.008338,0.007939,7,4,2620,0.086925,0.052155,0.026079,Normal
21,1,145,103,0.000117,107,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
22,6,366,0,1.274904,106,0,0,3,3,0,3.921864,1.568997,1.568861,Normal
16,1,145,103,0.00023,112,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
2,17,3050,2068,44.987011,126,0.024311,0.023877,9,8,2068,0.355658,0.177829,0.155684,Normal
2,20,3951,2801,44.975964,126,0.024626,0.024209,10,10,2801,0.422448,0.200107,0.200216,Normal
2,18,3108,2066,44.974201,126,0.024509,0.024037,9,9,2066,0.377994,0.17788,0.177977,Normal
2,17,3049,2067,44.973827,126,0.024442,0.024025,9,8,2067,0.355762,0.177881,0.155731,Normal
2,16,2989,2067,1.01215,126,0.024536,0.024186,8,8,2067,14.819937,6.915971,7.087653,Normal
2,24,4913,3535,44.974125,126,0.024384,0.024009,11,13,3535,0.511405,0.22235,0.266965,Normal
2,26,11729,9997,115.769188,62,0.024258,0.023976,15,11,9997,0.215947,0.12093,0.086397,Normal
1,20,4888,3724,53.79443,127,0.024592,0.02438,11,9,3724,0.353196,0.185893,0.148783,Normal
2,9,1539,999,0.32911,126,0.105851,0.105478,5,4,999,24.307981,17.904943,13.414896,Normal
17,16,5271,4355,0.067648,111,0.005048,7.1e-05,8,8,4355,221.736038,103.608536,103.585541,Normal
20,6,366,0,2.296142,108,0,0,3,3,0,2.177566,0.871062,0.871067,Normal
1,2,134,0,0.013241,63,0,0,1,1,0,75.523003,0,0,Normal
15,10,720,300,37.944855,113,0,0,10,0,300,0.237186,0.237186,0,Normal
1,10,1000,380,37.944637,63,0,0,10,0,380,0.237188,0.237188,0,Normal
2,24,10259,8659,123.04763,62,0.009025,0.007889,13,11,8659,0.186919,0.097523,0.081285,Normal
12,12,864,360,41.009621,116,0,0,12,0,360,0.26823,0.26823,0,Normal
1,12,1200,456,41.009521,63,0,0,12,0,456,0.26823,0.26823,0,Normal
22,6,366,0,1.422254,106,0,0,3,3,0,3.515547,1.406438,1.406447,Normal
8,16,1510,438,0.717011,56,0.012265,0.000117,9,7,438,20.920181,11.157431,8.481357,Normal
1,2,400,316,0.000482,63,0,0,1,1,316,2074.688721,0,0,Normal
1,2,400,316,0.00036,63,0,0,1,1,316,2777.777832,0,0,Normal
1,6,412,0,0.018559,63,0.009154,0.00905,4,2,0,269.411072,161.646652,106.236053,Normal
19,16,9676,8606,2.507369,109,0.632865,0.000169,7,9,8606,5.982366,2.392946,3.209636,Normal
1,62,54705,51203,0.15327,127,0.01644,0.016343,22,40,51203,397.990448,153.290268,284.823303,Normal
2,2,145,61,0.153529,126,0,0,1,1,61,6.513427,0,0,Normal
2,2,145,61,0.428559,126,0,0,1,1,61,2.333401,0,0,Normal
2,2,145,61,0.219669,126,0,0,1,1,61,4.552304,0,0,Normal
2,2,124,0,2.995089,126,0,0,2,0,0,0.33388,0.33388,0,Normal
2,2,145,61,0.288305,126,0,0,1,1,61,3.468549,0,0,Normal
2,15,4067,3199,43.968822,126,0.016054,0.015696,9,6,3199,0.318407,0.181947,0.113758,Normal
2,2,145,61,0.062066,126,0,0,1,1,61,16.111881,0,0,Normal
2,33,17858,15664,21.869602,62,0.006023,0.004332,15,18,15664,1.463218,0.640286,0.777489,Normal
2,2,145,61,0.049201,126,0,0,1,1,61,20.324789,0,0,Normal
2,37,20386,18294,43.808353,126,0.00929,0.008932,17,20,18294,0.821761,0.365227,0.433799,Normal
17,6,374,0,1.155804,111,0,0,3,3,0,4.325993,1.730867,1.730933,Normal
2,11,2368,1706,13.176475,62,0.002292,0.001977,6,5,1706,0.758928,0.379484,0.303617,Normal
2,12,3666,2960,43.551468,126,0.009258,0.008834,7,5,2960,0.252575,0.137768,0.091865,Normal
23,6,374,0,1.340129,105,0,0,3,3,0,3.730984,1.492646,1.492568,Normal
22,1,136,94,0.000161,42,0,0,1,0,94,0,0,0,Normal
1,1,164,102,0,63,0,0,1,0,102,0,0,0,Normal
2,25,13656,11990,7.536422,62,0.006329,0.004771,12,13,11990,3.184535,1.460404,1.593276,Normal
2,26,14455,12723,0.332601,62,0.03125,0.030013,14,12,12723,75.165138,39.085869,36.509796,Normal
2,12,3342,2636,43.435139,126,0.0246,0.024162,7,5,2636,0.253251,0.138137,0.092143,Normal
1,39,31293,29081,0.207487,127,0.025323,0.025125,15,24,29081,183.143997,67.474106,126.129677,Normal
12,12,2671,1863,2.409024,52,0.019374,0.000112,7,5,1863,4.566164,2.490635,1.673859,Normal
2,20,9438,8102,0.221424,62,0.031255,0.030034,11,9,8102,85.808228,45.162224,42.070942,Normal
2,10,2316,1640,0.102816,62,0.032837,0.03003,6,4,1640,87.535011,48.630562,41.891251,Normal
2,82,74308,68880,0.334425,62,0.032559,0.029755,31,51,68880,242.206772,89.706215,164.94899,Normal
2,10,1805,1129,0.03208,62,0.009461,0.007982,6,4,1129,280.548645,155.860352,130.536942,Normal
2,9,2151,1617,0.008959,62,0.003077,0.002639,5,4,1617,892.956787,491.098846,474.683533,Normal
2,139,118736,109546,3.762702,62,0.189589,0.182886,59,80,109546,36.675774,16.201838,22.068172,Normal
2,104,83178,76298,3.77727,62,0.187244,0.180632,47,57,76298,27.26837,12.794333,15.570096,Normal
2,160,140471,129895,3.601386,62,0.189062,0.182375,66,94,129895,44.14967,19.01189,27.200848,Normal
2,16,6299,5371,43.190628,126,0.009162,0.008671,9,7,5371,0.347298,0.185225,0.138957,Normal
2,35,24552,22540,0.021182,62,0.002345,0.001916,18,17,22540,1605.136353,854.357239,830.478577,Normal
2,12,1848,1040,123.066368,62,0.060161,0.059776,7,5,1040,0.089383,0.048754,0.032519,Normal
22,53,5365,2328,515.176697,106,0.339146,0.000241,27,26,2328,0.100936,0.065669,0.048527,Normal
2,12,3229,2421,0.499872,62,0.154759,0.153583,6,6,2421,22.005634,14.447652,14.438807,Normal
2,16,6141,5195,5.114465,62,0.103624,0.102357,8,8,5195,2.932858,1.396663,1.396618,Normal
2,252,264710,250650,432.925354,62,0.003635,0.003325,80,172,250650,0.579777,0.18248,2.332727,Normal
2,142,118476,110448,432.925232,62,0.003282,0.003017,64,78,110448,0.325691,0.145522,1.046335,Normal
2,9,2185,1649,0.004066,62,0.001301,0.000997,5,4,1649,1967.535522,1265.022095,977.51709,Normal
2,9,1925,1385,0.005478,62,0.002851,0.002556,5,4,1385,1460.387085,839.102112,1026.694092,Normal
2,17,4287,3311,42.907776,126,0.016126,0.015692,10,7,3311,0.372893,0.209752,0.13989,Normal
15,18,7616,6412,4.538563,49,0.103493,7.1e-05,10,8,6412,3.745679,1.983007,1.578306,Normal
2,74,51896,46996,3.005556,62,0.20695,0.186601,37,37,46996,24.288351,12.770083,12.77069,Normal
2,89,67568,61678,3.205695,62,0.205816,0.185036,42,47,61678,27.451147,13.579351,15.228465,Normal
2,9,1539,999,0.333909,126,0.107464,0.106815,5,4,999,23.958624,17.606255,13.210389,Normal
10,3,186,0,8.988175,118,0,0,3,0,0,0.222515,0.222515,0,Normal
1,24,4939,3323,5.245654,63,0.010327,0.008735,14,10,3323,4.384582,2.481304,1.718568,Normal
2,14,7441,6619,0.07066,62,0.011045,0.010623,7,7,6619,183.979614,99.966675,99.938377,Normal
2,13,3710,2952,0.009928,62,0.002886,0.00249,7,6,2952,1208.702637,660.647461,672.223755,Normal
2,20,7235,6071,65.394852,62,0.001276,0.000968,12,8,6071,0.290543,0.168211,0.107044,Normal
2,27,14335,12769,65.394836,62,0.001264,0.000957,15,12,12769,0.397585,0.214087,0.168211,Normal
2,122,102707,95799,109.985443,62,0.002245,0.001635,56,66,95799,1.100146,0.751298,0.590996,Normal
2,74,61021,56831,432.690063,62,0.004134,0.00329,35,39,56831,0.168712,0.078578,0.519381,Normal
2,57,34633,31355,432.689758,62,0.003729,0.003201,35,22,31355,0.129423,0.078578,0.287017,Normal
11,1,145,103,0.000214,117,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
20,11,792,330,39.641682,108,0,0,11,0,330,0.25226,0.25226,0,Normal
1,11,1100,418,39.641487,63,0,0,11,0,418,0.252261,0.252261,0,Normal
2,12,3792,2984,123.451935,62,0.001882,0.000652,7,5,2984,0.089104,0.048602,0.032405,Normal
2,8,1366,882,0.194101,62,0.01881,0.017633,5,3,882,36.063698,22.668926,11.3335,Normal
2,11,2257,1515,0.582827,62,0.170336,0.153665,6,5,1515,17.157751,11.65455,9.32049,Normal
28,17,1337,361,4.22166,100,0.374888,0.000328,10,7,361,3.789978,2.131863,1.560384,Normal
1,10,2697,2021,0.601813,63,0.19121,0.19094,5,5,2021,14.954811,9.740299,9.735369,Normal
19,2,132,0,2.998594,109,0,0,2,0,0,0.33349,0.33349,0,Normal
2,12,1992,1184,25.242695,62,0.056986,0.056623,7,5,1184,0.43577,0.237693,0.15882,Normal
12,6,366,0,1.019434,116,0,0,3,3,0,4.904683,1.961902,1.962117,Normal
2,9,1989,1459,0.009014,62,0.001467,0.001212,5,4,1459,887.508301,488.102509,384.516815,Normal
2,18,8820,7770,0.04014,62,0.001176,0.000897,9,9,7770,423.5177,203.826859,203.858002,Normal
2,11,1594,934,0.004387,62,0.001206,0.000808,6,5,934,2279.461914,1398.210327,1117.630615,Normal
2,48,32578,29818,0.009875,62,0.001045,0.000776,24,24,29818,4759.493652,2643.070557,2527.750244,Normal
2,13,4213,3439,0.004584,62,0.001296,0.001002,7,6,3439,2617.801025,1583.53125,1395.868164,Normal
2,12,3163,2449,0.004698,62,0.001281,0.000731,6,6,2449,2341.421875,1291.655884,1260.398193,Normal
2,9,2011,1475,0.003777,62,0.001077,0.000815,5,4,1475,2118.083252,1331.114746,1012.829163,Normal
2,12,2872,2158,0.004793,62,0.001525,0.001243,6,6,2158,2295.013672,1253.447021,1408.450684,Normal
2,12,3151,2437,0.004528,62,0.001169,0.0009,6,6,2437,2429.328613,1405.283813,1378.1698,Normal
2,4,490,322,357.397705,126,0,0,2,2,322,0.008394,0.0028,0.0028,Normal
1,25,9820,8380,20.767164,63,0.178313,0.178157,13,12,8380,1.155671,0.582824,0.534266,Normal
2,11,1081,447,0.757107,126,0.214521,0.214027,6,5,447,13.208173,8.493045,7.365398,Normal
2,14,5797,4975,0.005768,62,0.001036,0.000748,7,7,4975,2253.814209,1235.584839,1195.219116,Normal
2,11,1594,934,0.00434,62,0.001052,0.000824,6,5,934,2304.147461,1387.347412,1137.656372,Normal
2,9,630,0,10.014813,62,0.007119,0.004724,5,4,0,0.798817,0.399408,0.29976,Normal
2,11,1081,447,0.539757,126,0.131856,0.131487,6,5,447,18.526855,12.301576,9.797438,Normal
2,24,12533,11135,4.584805,62,0.001154,0.000854,13,11,11135,5.016571,2.617829,2.181524,Normal
2,12,4635,3933,0.02182,62,0.006641,0.006327,6,6,3933,504.124664,328.019409,322.726379,Normal
2,2,124,0,3.970544,126,0,0,2,0,0,0.251855,0.251855,0,Normal
2,31,13622,11846,424.899292,62,0.008111,0.007812,19,12,11846,0.070605,0.042364,0.025889,Normal
1,107,105706,99732,0.976396,127,0.018152,0.018055,29,78,99732,108.562508,28.676889,80.358925,Normal
18,1,148,106,0.000116,110,0,0,1,0,106,0,0,0,Normal
1,1,176,114,0,63,0,0,1,0,114,0,0,0,Normal
22,6,374,0,1.488841,106,0,0,3,3,0,3.358317,1.343468,1.343336,Normal
28,4,244,0,0.377719,100,0.374609,0.000359,3,1,0,7.942412,5.294941,0,Normal
19,133,112229,104459,25.227547,45,0.554426,1.9e-05,57,76,104459,5.232376,2.219796,3.814127,Normal
23,1,140,98,0.00024,105,0,0,1,0,98,0,0,0,Normal
1,1,168,106,0,63,0,0,1,0,106,0,0,0,Normal
2,2,131,47,0.359875,126,0,0,1,1,47,2.778743,0,0,Normal
2,2,237,153,0.121535,62,0,0,1,1,153,8.228083,0,0,Normal
2,9,1539,999,0.3244,126,0.106309,0.105765,5,4,999,24.660912,18.339201,13.721499,Normal
1,6,374,0,1.05528,127,0,0,3,3,0,4.738079,1.927354,1.926103,Normal
21,3,327,201,353.455139,43,0,0,3,0,201,0.005658,0.005658,0,Normal
1,3,411,225,353.454926,63,0,0,3,0,225,0.005658,0.005658,0,Normal
1,31,4648,2586,243.439865,63,0.008111,0.007911,17,14,2586,0.123234,0.065725,0.054115,Normal
1,38,7430,4906,244.320099,63,0.008285,0.008164,20,18,4906,0.151441,0.077769,0.069583,Normal
1,31,4783,2721,243.440323,63,0.024455,0.024258,17,14,2721,0.123233,0.065725,0.054105,Normal
1,31,4783,2721,243.440338,63,0.024392,0.024188,17,14,2721,0.123233,0.065725,0.054106,Normal
1,36,5955,3563,241.989319,63,0.02475,0.024628,19,17,3563,0.144634,0.074391,0.066125,Normal
1,31,4783,2721,243.440369,63,0.02464,0.024518,17,14,2721,0.123233,0.065725,0.054105,Normal
1,31,4785,2723,243.440765,63,0.024933,0.024729,17,14,2723,0.123233,0.065724,0.054106,Normal
1,31,4785,2723,243.440613,63,0.024872,0.024669,17,14,2723,0.123233,0.065724,0.054106,Normal
1,31,4755,2693,243.439667,63,0.024696,0.024493,17,14,2693,0.123234,0.065725,0.054107,Normal
1,31,4755,2693,243.43956,63,0.024677,0.024477,17,14,2693,0.123234,0.065725,0.054107,Normal
2,2,245,161,0.027919,126,0,0,1,1,161,35.817902,0,0,Normal
1,24,5240,3628,47.046696,63,0.024216,0.023824,13,11,3628,0.488876,0.255066,0.212664,Normal
1,28,7615,6005,106.590645,127,0.195726,0.195402,13,15,6005,0.253306,0.11258,0.131585,Normal
17,6,366,0,0.968487,111,0,0,3,3,0,5.162692,2.065659,2.065107,Normal
2,11,1081,447,0.168627,126,0.06515,0.064733,6,5,447,59.302486,36.936897,38.500778,Normal
2,13,1207,447,0.849206,126,0.21122,0.210789,8,5,447,14.130847,10.912402,6.265497,Normal
2,26,11767,10287,0.312242,126,0.024748,0.024356,10,16,10287,80.066101,28.823797,52.183353,Normal
1,2,244,160,0.00032,63,0,0,1,1,160,3125,0,0,Normal
1,2,280,196,0.000314,63,0,0,1,1,196,3184.713379,0,0,Normal
1,10,1219,543,0.247232,63,0.024407,0.024178,5,5,543,36.403053,17.941162,17.932877,Normal
2,2,124,0,3.0021,126,0,0,2,0,0,0.3331,0.3331,0,Normal
17,11,883,231,2.368099,111,0.006537,0.000198,7,4,231,4.222796,2.533678,1.269994,Normal
2,54,26376,22792,309.102386,62,0.044515,0.044239,28,26,22792,0.171464,0.08735,0.080891,Normal
1,11,1100,418,42.002804,63,0,0,11,0,418,0.238079,0.238079,0,Normal
1,65,58780,55116,0.169525,127,0.016569,0.016415,23,42,55116,377.525452,143.796478,267.781342,Normal
16,21,1585,375,17.884062,240,0.129522,0.000115,10,11,375,1.118314,0.503241,0.562884,Normal
1,23,5211,3677,46.305809,63,0.024742,0.024274,12,11,3677,0.475102,0.237551,0.216071,Normal
20,6,374,0,1.545205,108,0,0,3,3,0,3.235817,1.294378,1.294379,Normal
2,76,49740,44704,308.889771,62,0.037146,0.036773,34,42,44704,0.242805,0.106834,0.132749,Normal
2,14,2446,1508,130.048233,62,0.03719,0.036842,8,6,1508,0.099963,0.077597,0.038458,Normal
2,8,1574,1094,0.214036,126,0.105532,0.105085,5,3,1094,32.704777,18.688444,18.670998,Normal
2,28,3890,2022,308.848328,62,0.029624,0.029293,16,12,2022,0.087422,0.048568,0.03562,Normal
2,14,2439,1501,130.010056,62,0.036201,0.03582,8,6,1501,0.099992,0.07763,0.038469,Normal
2,14,2439,1501,130.002304,62,0.028255,0.028018,8,6,1501,0.099998,0.07763,0.038469,Normal
2,14,2452,1514,130.002289,62,0.036734,0.036377,8,6,1514,0.099998,0.07763,0.038472,Normal
2,14,2446,1508,130.009964,62,0.03611,0.035809,8,6,1508,0.099992,0.07763,0.038469,Normal
2,11,1497,757,130.01091,62,0.044365,0.044181,6,5,757,0.076917,0.05545,0.030777,Normal
2,7,482,0,18.817116,62,0.043496,0.043336,4,3,0,0.318859,0.159429,0.106533,Normal
2,2,133,49,0.068386,126,0,0,1,1,49,14.622875,0,0,Normal
1,62,13883,9789,26.71781,63,0.001695,0.000187,36,26,9789,2.283121,1.309999,0.935712,Normal
1,68,11562,7042,26.658157,63,0.024833,0.023515,34,34,7042,2.513302,1.238923,1.238988,Normal
22,2,134,0,0.000265,42,0,0,1,1,0,3773.584717,0,0,Normal
1,3,222,0,8.99966,63,0,0,3,0,0,0.222231,0.222231,0,Normal
1,12,1329,621,0.064841,127,0.009318,0.009053,6,6,621,169.645737,89.328781,89.625008,Normal
1,10,877,271,0.029149,127,0.010616,0.009294,5,5,271,308.758453,197.374908,201.460587,Normal
2,9,1535,999,0.333681,126,0.107037,0.106552,5,4,999,23.974995,18.044027,13.208353,Normal
10,11,794,0,68.520233,54,0,0,11,0,0,0.145942,0.145942,0,Normal
14,1,145,103,0.000139,114,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,40,32533,30267,0.232322,127,0.025286,0.025134,15,25,30267,167.870453,60.261189,115.89444,Normal
2,64,55111,51529,100.891861,126,0.099763,0.099338,19,45,51529,0.624431,0.178409,0.43655,Normal
2,20,9286,8140,1.625887,126,0.008382,0.008207,9,11,8140,11.685928,4.920391,6.183382,Normal
2,34,17949,16011,27.333696,126,0.008309,0.007961,18,16,16011,1.207301,0.621943,0.548941,Normal
13,1,145,103,0.000133,115,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,142,109026,101030,0.720861,127,0.001122,0.00091,57,85,101030,195.599426,77.76136,116.674614,Normal
1,14,5087,4259,10.569652,127,0.002024,0.000626,8,6,4259,1.229936,0.662273,0.497161,Normal
2,10,2033,1357,0.203983,62,0.025149,0.024573,5,5,1357,44.121326,22.26812,22.295301,Normal
21,2,134,0,0.000175,43,0,0,1,1,0,5714.286133,0,0,Normal
2,13,3262,2394,246.311035,62,0.008261,0.007754,7,6,2394,0.048719,0.02436,0.0203,Normal
2,18,9480,8276,246.288681,62,0.024874,0.024388,10,8,8276,0.069025,0.036546,0.028425,Normal
2,17,8230,7092,0.214445,62,0.017148,0.016694,8,9,7092,74.611206,35.38982,40.454914,Normal
21,2,120,0,11.061992,107,0,0,2,0,0,0.0904,0.0904,0,Normal
2,10,1634,1030,0.13865,62,0.044708,0.044468,5,5,1030,64.911652,42.532829,42.470963,Normal
2,11,1722,986,61.118294,62,0.01723,0.016713,6,5,986,0.163617,0.081831,0.065465,Normal
1,14,2021,1193,0.260996,127,0.009429,0.009102,7,7,1193,49.809189,23.83279,23.819544,Normal
1,10,736,130,0.027871,127,0.009334,0.009145,5,5,130,322.91629,213.32196,213.60675,Normal
1,28,10783,9185,60.361382,127,0.002396,0.00209,14,14,9185,0.447306,0.215369,0.21538,Normal
1,26,8570,7086,60.3591,127,0.003156,0.002066,13,13,7086,0.414188,0.19881,0.198819,Normal
1,26,9230,7746,60.357006,127,0.002379,0.00186,13,13,7746,0.414202,0.198817,0.198826,Normal
24,1,145,103,0.000138,104,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
2,11,1620,884,61.117714,62,0.017236,0.016885,6,5,884,0.163619,0.081832,0.065466,Normal
